policy_id,customer_id,status_clean,product_clean,monthly_premium,region_clean,tenure_years,claim_count,total_claim_amount
POL10322,CUST0138,,WHOLE LIFE,345.33,Quebec,14,0,0.0
POL10323,CUST0150,ACTIVE,WHOLE LIFE,51.11,Atlantic,11,0,0.0
POL10324,CUST0069,ACTIVE,WHOLE LIFE,244.1,Alberta,11,0,0.0
POL10325,CUST0204,LAPSED,WHOLE LIFE,79.45,Atlantic,13,0,0.0
POL10326,CUST0061,,TERM LIFE,328.74,BC,3,1,3729.82
POL10327,CUST0062,LAPSED,CRITICAL ILLNESS,714.54,Quebec,1,2,35432.2
POL10328,CUST0248,ACTIVE,CRITICAL ILLNESS,395.42,Ontario,13,0,0.0
POL10329,CUST0146,ACTIVE,DISABILITY,370.63,Ontario,1,0,0.0
POL10330,CUST0296,LAPSED,WHOLE LIFE,482.22,Quebec,9,0,0.0
POL10331,CUST0076,LAPSED,WHOLE LIFE,490.51,UNSPECIFIED,10,2,73975.20999999999
POL10332,CUST0129,LAPSED,DISABILITY,302.16,Ontario,1,0,0.0
POL10333,CUST0139,CANCELLED,TERM LIFE,546.49,Atlantic,3,0,0.0
POL10334,CUST0165,ACTIVE,TERM LIFE,336.33,Atlantic,8,1,34875.23
POL10335,CUST0287,ACTIVE,WHOLE LIFE,763.04,Atlantic,7,0,0.0
POL10336,CUST0041,ACTIVE,WHOLE LIFE,153.18,Atlantic,6,0,0.0
POL10337,CUST0104,,DISABILITY,375.8,Quebec,12,1,34054.12
POL10338,CUST0287,LAPSED,TERM LIFE,485.95,Atlantic,7,0,0.0
POL10339,CUST0130,ACTIVE,WHOLE LIFE,740.32,Alberta,10,1,14812.55
POL10340,CUST0227,CANCELLED,WHOLE LIFE,734.39,UNSPECIFIED,14,0,0.0
POL10341,CUST0087,CANCELLED,TERM LIFE,259.53,Alberta,12,0,0.0
POL10342,CUST0285,ACTIVE,TERM LIFE,48.48,Quebec,9,0,0.0
POL10343,CUST0033,ACTIVE,TERM LIFE,254.6,Quebec,1,0,0.0
POL10344,CUST0254,LAPSED,CRITICAL ILLNESS,710.4,UNSPECIFIED,13,1,48414.86
POL10345,CUST0052,LAPSED,DISABILITY,370.92,BC,11,1,11231.13
POL10346,CUST0013,ACTIVE,TERM LIFE,302.13,Ontario,11,2,39622.34
POL10347,CUST0190,CANCELLED,WHOLE LIFE,843.76,UNSPECIFIED,13,0,0.0
POL10348,CUST0231,ACTIVE,CRITICAL ILLNESS,773.17,Alberta,2,1,2797.34
POL10349,CUST0049,ACTIVE,CRITICAL ILLNESS,185.87,BC,5,0,0.0
POL10350,CUST0067,CANCELLED,CRITICAL ILLNESS,183.61,BC,15,1,27616.94
POL10351,CUST0080,ACTIVE,CRITICAL ILLNESS,388.91,Alberta,2,2,71545.77
POL10352,CUST0205,CANCELLED,TERM LIFE,300.41,Ontario,11,0,0.0
POL10353,CUST0105,ACTIVE,WHOLE LIFE,650.85,BC,2,0,0.0
POL10354,CUST0297,ACTIVE,DISABILITY,800.34,Atlantic,6,3,92971.9
POL10355,CUST0210,,WHOLE LIFE,698.19,Quebec,15,0,0.0
POL10356,CUST0200,ACTIVE,WHOLE LIFE,465.32,Quebec,0,1,33444.92
POL10357,CUST0076,CANCELLED,WHOLE LIFE,777.96,UNSPECIFIED,10,0,0.0
POL10358,CUST0109,CANCELLED,TERM LIFE,395.97,Ontario,12,0,0.0
POL10359,CUST0218,CANCELLED,TERM LIFE,138.36,BC,14,0,0.0
POL10360,CUST0233,LAPSED,WHOLE LIFE,717.65,UNSPECIFIED,0,0,0.0
POL10361,CUST0118,LAPSED,TERM LIFE,74.47,BC,9,3,52380.240000000005
POL10362,CUST0017,CANCELLED,WHOLE LIFE,270.18,BC,15,1,37579.95
POL10363,CUST0028,ACTIVE,WHOLE LIFE,305.79,BC,2,0,0.0
POL10364,CUST0161,ACTIVE,WHOLE LIFE,486.87,UNSPECIFIED,6,0,0.0
POL10365,CUST0065,,DISABILITY,191.41,Alberta,7,0,0.0
POL10366,CUST0073,,TERM LIFE,454.4,BC,6,0,0.0
POL10367,CUST0034,ACTIVE,TERM LIFE,243.08,BC,3,0,0.0
POL10368,CUST0179,LAPSED,WHOLE LIFE,741.09,UNSPECIFIED,8,0,0.0
POL10369,CUST0251,ACTIVE,WHOLE LIFE,126.89,Ontario,13,0,0.0
POL10370,CUST0252,ACTIVE,TERM LIFE,732.59,UNSPECIFIED,14,1,22037.85
POL10371,CUST0282,ACTIVE,WHOLE LIFE,184.61,UNSPECIFIED,12,0,0.0
POL10372,CUST0019,ACTIVE,WHOLE LIFE,135.1,UNSPECIFIED,0,1,13773.99
POL10373,CUST0199,ACTIVE,WHOLE LIFE,770.45,BC,8,0,0.0
POL10374,CUST0046,CANCELLED,WHOLE LIFE,296.29,Quebec,12,0,0.0
POL10375,CUST0101,CANCELLED,WHOLE LIFE,346.36,BC,4,1,6199.74
POL10376,CUST0174,CANCELLED,CRITICAL ILLNESS,806.2,Alberta,12,0,0.0
POL10377,CUST0107,CANCELLED,WHOLE LIFE,143.7,UNSPECIFIED,2,0,0.0
POL10378,CUST0298,LAPSED,TERM LIFE,133.98,Ontario,9,1,13587.62
POL10379,CUST0177,CANCELLED,TERM LIFE,198.89,Atlantic,13,0,0.0
POL10380,CUST0106,CANCELLED,WHOLE LIFE,291.32,Alberta,1,0,0.0
POL10381,CUST0103,ACTIVE,TERM LIFE,384.02,BC,13,0,0.0
POL10382,CUST0210,ACTIVE,DISABILITY,140.1,Quebec,15,0,0.0
POL10383,CUST0178,CANCELLED,WHOLE LIFE,438.97,UNSPECIFIED,6,0,0.0
POL10384,CUST0146,ACTIVE,CRITICAL ILLNESS,103.31,Ontario,1,0,0.0
POL10385,CUST0233,ACTIVE,DISABILITY,642.07,UNSPECIFIED,0,0,0.0
POL10386,CUST0113,LAPSED,WHOLE LIFE,379.47,Atlantic,13,0,0.0
POL10387,CUST0300,LAPSED,WHOLE LIFE,277.29,BC,13,0,0.0
POL10388,CUST0007,CANCELLED,TERM LIFE,373.34,Alberta,1,2,7561.51
POL10389,CUST0129,LAPSED,DISABILITY,122.68,Ontario,1,2,66463.04000000001
POL10390,CUST0054,CANCELLED,WHOLE LIFE,766.18,BC,14,0,0.0
POL10391,CUST0187,ACTIVE,CRITICAL ILLNESS,518.08,BC,1,1,46724.94
POL10392,CUST0177,,TERM LIFE,166.12,Atlantic,13,1,13343.92
POL10393,CUST0186,ACTIVE,DISABILITY,428.51,Alberta,0,0,0.0
POL10394,CUST0032,ACTIVE,TERM LIFE,360.06,UNSPECIFIED,14,1,43677.72
POL10395,CUST0118,CANCELLED,TERM LIFE,848.08,BC,9,0,0.0
POL10396,CUST0237,CANCELLED,DISABILITY,794.97,Atlantic,0,1,21251.09
POL10397,CUST0300,ACTIVE,DISABILITY,155.8,BC,13,0,0.0
POL10399,CUST0130,CANCELLED,WHOLE LIFE,756.05,Alberta,10,0,0.0
POL10400,CUST0240,ACTIVE,TERM LIFE,336.61,Quebec,10,0,0.0
POL10401,CUST0013,ACTIVE,CRITICAL ILLNESS,494.48,Ontario,11,1,20449.59
POL10402,CUST0057,,TERM LIFE,450.93,Atlantic,12,0,0.0
POL10403,CUST0035,CANCELLED,WHOLE LIFE,111.57,Alberta,5,0,0.0
POL10404,CUST0158,ACTIVE,CRITICAL ILLNESS,239.89,UNSPECIFIED,12,1,31899.79
POL10405,CUST0239,ACTIVE,WHOLE LIFE,177.86,Quebec,15,0,0.0
POL10406,CUST0236,ACTIVE,TERM LIFE,448.05,Alberta,4,1,21172.09
POL10407,CUST0289,CANCELLED,WHOLE LIFE,535.89,Ontario,9,0,0.0
POL10408,CUST0061,LAPSED,TERM LIFE,685.68,BC,3,1,40576.2
POL10409,CUST0193,ACTIVE,CRITICAL ILLNESS,63.12,UNSPECIFIED,9,0,0.0
POL10410,CUST0253,ACTIVE,TERM LIFE,726.61,Quebec,3,1,9306.71
POL10411,CUST0200,LAPSED,CRITICAL ILLNESS,251.27,Quebec,0,1,48944.57
POL10412,CUST0215,ACTIVE,DISABILITY,844.51,Quebec,7,0,0.0
POL10413,CUST0071,CANCELLED,TERM LIFE,118.7,Ontario,9,0,0.0
POL10414,CUST0154,ACTIVE,WHOLE LIFE,218.24,UNSPECIFIED,12,0,0.0
POL10415,CUST0220,,DISABILITY,565.46,BC,0,1,49490.04
POL10416,CUST0231,ACTIVE,TERM LIFE,470.18,Alberta,2,0,0.0
POL10417,CUST0271,LAPSED,TERM LIFE,703.11,BC,5,1,15513.29
POL10418,CUST0051,CANCELLED,CRITICAL ILLNESS,331.28,Quebec,11,0,0.0
POL10419,CUST0118,CANCELLED,WHOLE LIFE,633.84,BC,9,0,0.0
POL10421,CUST0183,ACTIVE,CRITICAL ILLNESS,601.97,UNSPECIFIED,0,0,0.0
POL10422,CUST0155,ACTIVE,TERM LIFE,85.4,Atlantic,10,1,7812.49
POL10423,CUST0255,ACTIVE,TERM LIFE,319.19,Ontario,2,1,45809.43
POL10424,CUST0048,ACTIVE,CRITICAL ILLNESS,694.23,Alberta,6,0,0.0
POL10425,CUST0218,CANCELLED,CRITICAL ILLNESS,271.47,BC,14,0,0.0
POL10426,CUST0050,ACTIVE,DISABILITY,713.55,Ontario,0,0,0.0
POL10427,CUST0017,ACTIVE,WHOLE LIFE,678.52,BC,15,0,0.0
POL10428,CUST0145,ACTIVE,DISABILITY,546.01,BC,2,0,0.0
POL10429,CUST0071,ACTIVE,WHOLE LIFE,539.77,Ontario,9,0,0.0
POL10431,CUST0246,LAPSED,CRITICAL ILLNESS,836.79,Ontario,4,0,0.0
POL10432,CUST0039,ACTIVE,TERM LIFE,648.76,Quebec,2,2,40315.07
POL10433,CUST0230,CANCELLED,DISABILITY,400.45,Quebec,0,1,35213.3
POL10434,CUST0037,,TERM LIFE,328.3,BC,13,0,0.0
POL10435,CUST0281,CANCELLED,TERM LIFE,361.71,Atlantic,9,1,38449.41
POL10436,CUST0287,ACTIVE,WHOLE LIFE,302.56,Atlantic,7,0,0.0
POL10437,CUST0064,ACTIVE,CRITICAL ILLNESS,65.42,Quebec,3,0,0.0
POL10438,CUST0194,ACTIVE,WHOLE LIFE,440.49,Alberta,11,0,0.0
POL10439,CUST0199,CANCELLED,DISABILITY,641.3,BC,8,0,0.0
POL10441,CUST0084,CANCELLED,CRITICAL ILLNESS,690.39,BC,12,1,34021.47
POL10442,CUST0199,LAPSED,TERM LIFE,414.45,BC,8,0,0.0
POL10443,CUST0299,ACTIVE,DISABILITY,361.04,Atlantic,6,1,40029.13
POL10444,CUST0251,ACTIVE,WHOLE LIFE,631.63,Ontario,13,1,49766.17
POL10445,CUST0024,ACTIVE,TERM LIFE,246.39,UNSPECIFIED,2,0,0.0
POL10446,CUST0110,LAPSED,TERM LIFE,185.57,Ontario,14,0,0.0
POL10447,CUST0272,LAPSED,DISABILITY,227.37,Atlantic,0,0,0.0
POL10448,CUST0053,CANCELLED,CRITICAL ILLNESS,161.72,Alberta,0,0,0.0
POL10449,CUST0181,CANCELLED,WHOLE LIFE,309.76,Ontario,15,0,0.0
POL10450,CUST0229,,CRITICAL ILLNESS,119.12,UNSPECIFIED,14,1,19689.73
POL10451,CUST0080,ACTIVE,WHOLE LIFE,637.44,Alberta,2,0,0.0
POL10452,CUST0062,ACTIVE,WHOLE LIFE,768.5,Quebec,1,2,53173.49
POL10453,CUST0189,CANCELLED,CRITICAL ILLNESS,810.33,Ontario,10,2,69602.0
POL10454,CUST0149,CANCELLED,WHOLE LIFE,129.45,Atlantic,5,0,0.0
POL10455,CUST0011,ACTIVE,TERM LIFE,580.89,UNSPECIFIED,2,0,0.0
POL10456,CUST0130,CANCELLED,WHOLE LIFE,101.36,Alberta,10,0,0.0
POL10457,CUST0146,,CRITICAL ILLNESS,163.26,Ontario,1,0,0.0
POL10458,CUST0082,,TERM LIFE,533.61,Alberta,2,1,12455.63
POL10459,CUST0084,CANCELLED,WHOLE LIFE,517.28,BC,12,0,0.0
POL10460,CUST0134,ACTIVE,TERM LIFE,671.76,Quebec,10,0,0.0
POL10461,CUST0278,ACTIVE,DISABILITY,340.09,Ontario,5,1,16319.16
POL10462,CUST0111,CANCELLED,TERM LIFE,628.57,Atlantic,3,3,92034.38
POL10463,CUST0119,ACTIVE,TERM LIFE,801.8,Quebec,2,0,0.0
POL10464,CUST0037,ACTIVE,TERM LIFE,498.0,BC,13,0,0.0
POL10465,CUST0100,ACTIVE,CRITICAL ILLNESS,154.08,Atlantic,5,1,13558.47
POL10466,CUST0035,ACTIVE,TERM LIFE,155.81,Alberta,5,0,0.0
POL10467,CUST0267,CANCELLED,TERM LIFE,590.36,UNSPECIFIED,8,0,0.0
POL10468,CUST0270,CANCELLED,CRITICAL ILLNESS,789.48,UNSPECIFIED,6,0,0.0
POL10469,CUST0053,LAPSED,WHOLE LIFE,103.74,Alberta,0,2,37196.25
POL10470,CUST0016,CANCELLED,TERM LIFE,768.51,Ontario,6,2,66785.53
POL10471,CUST0172,ACTIVE,WHOLE LIFE,162.42,Quebec,12,0,0.0
POL10472,CUST0080,,DISABILITY,56.35,Alberta,2,1,15336.39
POL10473,CUST0293,CANCELLED,TERM LIFE,177.31,Ontario,6,0,0.0
POL10474,CUST0266,ACTIVE,TERM LIFE,281.31,Quebec,5,0,0.0
POL10475,CUST0013,LAPSED,TERM LIFE,190.97,Ontario,11,1,34268.68
POL10476,CUST0267,,TERM LIFE,583.39,UNSPECIFIED,8,0,0.0
POL10477,CUST0001,ACTIVE,TERM LIFE,215.11,Quebec,7,0,0.0
POL10478,CUST0119,LAPSED,CRITICAL ILLNESS,320.86,Quebec,2,3,82063.92
POL10479,CUST0124,ACTIVE,TERM LIFE,466.15,UNSPECIFIED,15,0,0.0
POL10480,CUST0267,CANCELLED,CRITICAL ILLNESS,229.85,UNSPECIFIED,8,0,0.0
POL10481,CUST0213,ACTIVE,WHOLE LIFE,245.27,BC,2,1,5213.17
POL10482,CUST0114,,CRITICAL ILLNESS,589.26,BC,0,0,0.0
POL10483,CUST0134,CANCELLED,TERM LIFE,504.44,Quebec,10,0,0.0
POL10484,CUST0095,ACTIVE,WHOLE LIFE,452.87,Alberta,8,1,24748.85
POL10485,CUST0105,CANCELLED,TERM LIFE,477.47,BC,2,0,0.0
POL10486,CUST0258,ACTIVE,DISABILITY,375.63,BC,13,0,0.0
POL10487,CUST0190,CANCELLED,CRITICAL ILLNESS,99.26,UNSPECIFIED,13,2,58241.630000000005
POL10488,CUST0199,ACTIVE,DISABILITY,673.67,BC,8,0,0.0
POL10489,CUST0106,LAPSED,CRITICAL ILLNESS,804.59,Alberta,1,0,0.0
POL10490,CUST0244,,TERM LIFE,66.65,BC,6,2,19286.440000000002
POL10491,CUST0034,LAPSED,WHOLE LIFE,206.52,BC,3,1,13351.5
POL10492,CUST0253,ACTIVE,CRITICAL ILLNESS,793.89,Quebec,3,1,22481.13
POL10493,CUST0164,ACTIVE,WHOLE LIFE,608.33,UNSPECIFIED,9,0,0.0
POL10494,CUST0233,ACTIVE,CRITICAL ILLNESS,788.25,UNSPECIFIED,0,0,0.0
POL10495,CUST0037,ACTIVE,WHOLE LIFE,79.89,BC,13,0,0.0
POL10496,CUST0165,ACTIVE,TERM LIFE,466.79,Atlantic,8,0,0.0
POL10497,CUST0291,LAPSED,TERM LIFE,114.63,Atlantic,2,0,0.0
POL10498,CUST0115,ACTIVE,TERM LIFE,830.18,Atlantic,7,0,0.0
POL10499,CUST0258,ACTIVE,WHOLE LIFE,556.94,BC,13,1,5914.33
